日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2015-01-26,'600642,申能股份,6.45,6.55,6.12,6.2,6.11,0.34,5.5646,2.0285,92337984,583222531.0,29360647138.2,29360647138.2
2015-01-23,'600642,申能股份,6.11,6.25,6.07,6.12,6.1,0.01,0.1639,1.1656,53058606,326294210.0,27812954110.8,27812954110.8
2015-01-22,'600642,申能股份,6.1,6.14,6.02,6.09,6.05,0.05,0.8264,0.8181,37238375,226599650.0,27767433727.6,27767433727.6
2015-01-21,'600642,申能股份,6.05,6.07,5.87,5.89,5.86,0.19,3.2423,1.0085,45907253,274672564.0,27539831811.8,27539831811.8
2015-01-20,'600642,申能股份,5.86,5.96,5.8,5.8,5.76,0.1,1.7361,0.8884,40440432,237874284.0,26674944531.8,26674944531.8
2015-01-19,'600642,申能股份,5.76,6.13,5.66,6.0,6.26,-0.5,-7.9872,1.6081,73201140,434614037.0,26219740700.2,26219740700.2
2015-01-16,'600642,申能股份,6.26,6.32,6.24,6.25,6.22,0.04,0.6431,0.7428,33810843,212208852.0,28495759858.2,28495759858.2
2015-01-15,'600642,申能股份,6.22,6.24,6.04,6.05,6.03,0.19,3.1509,0.8188,37270544,229721179.0,28313678325.5,28313678325.5
2015-01-14,'600642,申能股份,6.03,6.11,5.99,6.01,5.99,0.04,0.6678,0.6563,29877204,180633788.0,27448791045.5,27448791045.5
2015-01-13,'600642,申能股份,5.99,6.08,5.97,6.0,6.03,-0.04,-0.6633,0.7628,34723023,209184163.0,27266709512.8,27266709512.8
2015-01-12,'600642,申能股份,6.03,6.37,5.96,6.36,6.36,-0.33,-5.1887,1.6521,75205593,458854609.0,27448791045.5,27448791045.5
2015-01-09,'600642,申能股份,6.36,6.58,6.35,6.42,6.45,-0.09,-1.3953,1.2481,56814628,366777518.0,28950963689.8,28950963689.8
2015-01-08,'600642,申能股份,6.45,6.69,6.44,6.64,6.67,-0.22,-3.2984,1.1902,54179157,353233897.0,29360647138.2,29360647138.2
2015-01-07,'600642,申能股份,6.67,6.69,6.5,6.63,6.63,0.04,0.6033,1.5532,70700347,467023307.0,30362095567.7,30362095567.7
2015-01-06,'600642,申能股份,6.63,6.71,6.54,6.64,6.73,-0.1,-1.4859,1.4215,64709365,427838016.0,30180014035.1,30180014035.1
2015-01-05,'600642,申能股份,6.73,6.8,6.42,6.48,6.46,0.27,4.1796,2.3626,107544888,716157014.0,30635217866.7,30635217866.7
